Wavelength,Intensity
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.006906218950473626
829,0.0069225693740980355
830,0.006938919797722445
831,0.006955270221346856
832,0.006971620644971266
833,0.006987971068595677
834,0.007004321492220087
835,0.007020671915844497
836,0.0070370223394689065
837,0.007053372763093317
838,0.007069723186717727
839,0.007086073610342137
840,0.007102424033966549
841,0.007118774457590958
842,0.007135124881215368
843,0.007151475304839779
844,0.007167825728464188
845,0.007184176152088598
846,0.00720052657571301
847,0.00721687699933742
848,0.0072332274229618305
849,0.0072495778465862405
850,0.00726592827021065
851,0.007282278693835061
852,0.007298629117459471
853,0.007314979541083881
854,0.0073313299647082926
855,0.007347680388332702
856,0.0073640308119571115
857,0.007380381235581523
858,0.007396731659205932
859,0.007413082082830342
860,0.007429432506454754
861,0.007445782930079164
862,0.007462133353703573
863,0.007478483777327984
864,0.007494834200952394
865,0.007511184624576803
866,0.007527535048201215
867,0.007543885471825625
868,0.007560235895450035
869,0.007576586319074445
870,0.007592936742698855
871,0.007609287166323265
872,0.007625637589947676
873,0.007641988013572086
874,0.007658338437196496
875,0.007674688860820907
876,0.0076910392844453165
877,0.007707389708069726
878,0.007723740131694138
879,0.007740090555318547
880,0.007756440978942957
881,0.007772791402567369
882,0.0077891418261917785
883,0.0078054922498161875
884,0.0078218426734406
885,0.007838193097065009
886,0.007854543520689419
887,0.00787089394431383
888,0.007887244367938239
889,0.007903594791562649
890,0.00791994521518706
891,0.00793629563881147
892,0.00795264606243588
893,0.007968996486060292
894,0.007985346909684702
895,0.00800169733330911
896,0.008012238716411147
897,0.008008107191825944
898,0.008003975667240745
899,0.007999844142655544
900,0.007995712618070343
901,0.007991581093485143
902,0.007987449568899943
903,0.007983318044314743
904,0.007979186519729542
905,0.00797505499514434
906,0.00797092347055914
907,0.00796679194597394
908,0.007962660421388738
909,0.007958528896803539
910,0.007954397372218338
911,0.007950265847633137
912,0.007946134323047936
913,0.007942002798462737
914,0.007937871273877534
915,0.007933739749292335
916,0.007929608224707134
917,0.007925476700121933
918,0.007921345175536734
919,0.007917213650951532
920,0.007913082126366332
921,0.007908950601781132
922,0.00790481907719593
923,0.00790068755261073
924,0.00789655602802553
925,0.007892424503440328
926,0.007888292978855129
927,0.007884161454269928
928,0.007880029929684727
929,0.007875898405099528
930,0.007871766880514325
931,0.007867635355929126
932,0.007863503831343925
933,0.007859372306758724
934,0.007855240782173523
935,0.007851109257588322
936,0.007846977733003122
937,0.007842846208417922
938,0.00783871468383272
939,0.00783458315924752
940,0.007830451634662321
941,0.007826320110077119
942,0.00782218858549192
943,0.007818057060906719
944,0.007813925536321518
945,0.007809794011736318
946,0.025459211506723436
947,0.10878652885018737
948,0.1921138461936513
949,0.2754411635371153
950,0.35876848088057917
951,0.4420957982240431
952,0.525423115567507
953,0.6087504329109711
954,0.692077750254435
955,0.6424004374660907
956,0.5760897829424072
957,0.5097791284187239
958,0.4434684738950405
959,0.3771578193713571
960,0.3108471648476737
961,0.24453651032399037
962,0.17822585580030695
963,0.11191520127662359
964,0.04560454675294023
965,0.11903778133153356
966,0.3736012263538988
967,0.628164671376264
968,0.6799974754106034
969,0.6499206295612548
970,0.6198437837119061
971,0.5897669378625575
972,0.5596900920132089
973,0.5296132461638602
974,0.4995364003145115
975,0.4694595544651629
976,0.43938270861581424
977,0.4093058627664656
978,0.3792290169171169
979,0.3491521710677683
980,0.31907532521841964
981,0.28899847936907097
982,0.2589216335197223
983,0.22884478767037367
984,0.19876794182102495
985,0.16869109597167634
986,0.13861425012232775
987,0.10853740427297903
988,0.07846055842363044
989,0.04838371257428173
990,0.01830686672493313
991,0.010614325678010988
992,0.010620325678010986
993,0.010626325678010983
994,0.010632325678010984
995,0.010638325678010981
996,0.01064432567801098
997,0.010650325678010978
998,0.010656325678010975
999,0.010662325678010976
1000,0.010668325678010973
1001,0.010674325678010972
1002,0.01068032567801097
1003,0.010686325678010967
1004,0.010692325678010968
1005,0.010698325678010965
1006,0.010704325678010962
1007,0.010710325678010961
1008,0.01071632567801096
1009,0.01072232567801096
1010,0.010728325678010957
1011,0.010734325678010954
1012,0.010740325678010953
1013,0.010746325678010952
1014,0.010752325678010951
1015,0.010758325678010949
1016,0.011243858734315089
1017,0.011884503971569297
1018,0.012525149208823506
1019,0.013165794446077714
1020,0.013806439683331923
1021,0.014447084920586132
1022,0.015087730157840342
1023,0.01572837539509455
1024,0.016369020632348758
1025,0.01688080767599339
1026,0.016732837270074574
1027,0.016584866864155758
1028,0.01643689645823694
1029,0.016288926052318124
1030,0.016140955646399308
1031,0.01599298524048049
1032,0.015845014834561674
1033,0.015697044428642854
1034,0.01554907402272404
1035,0.015401103616805224
1036,0.015253133210886406
1037,0.01510516280496759
1038,0.014957192399048773
1039,0.014809221993129956
1040,0.014661251587211137
1041,0.014513281181292323
1042,0.014365310775373506
1043,0.01421734036945469
1044,0.01406936996353587
1045,0.013921399557617054
1046,0.01377342915169824
1047,0.013625458745779421
1048,0.013477488339860606
1049,0.014934163543875221
1050,0.018426830488718935
1051,0.02191949743356265
1052,0.025412164378406366
1053,0.02890483132325008
1054,0.032397498268093794
1055,0.03589016521293751
1056,0.03938283215778122
1057,0.042875499102624934
1058,0.046368166047468656
1059,0.049860832992312365
1060,0.05335349993715608
1061,0.056846166881999796
1062,0.06033883382684351
1063,0.06383150077168723
1064,0.06732416771653092
1065,0.07081683466137464
1066,0.06117688378441325
1067,0.03085603844339522
1068,0.017074864333532527
1069,0.022093321367335477
1070,0.02711177840113843
1071,0.032130235434941375
1072,0.03714869246874433
1073,0.03853294656216106
1074,0.03505710799834909
1075,0.03158126943453712
1076,0.028105430870725145
1077,0.024629592306913174
1078,0.021153753743101206
1079,0.017677915179289235
1080,0.0279296796619992
1081,0.03937655025172685
1082,0.050823420841454504
1083,0.06227029143118215
1084,0.0737171620209098
1085,0.08516403261063744
1086,0.09661090320036511
1087,0.047943114273933
1088,0.046798757692379664
1089,0.05595990112774554
1090,0.06512104456311141
1091,0.06623886826120899
1092,0.05243174504528604
1093,0.038624621829363104
1094,0.02481749861344016
1095,0.018385465567128653
1096,0.027270757899720385
1097,0.03615605023231212
1098,0.04504134256490389
1099,0.05392663489749566
1100,0.06281192723008742
